date,category,value
01/08/2020,Shopping,0.00
01/08/2020,Leisure,0.00
01/08/2020,Other,0.00
06/08/2020,Food,55.96
08/08/2020,Leisure,750.49
09/08/2020,Food,53.54
14/08/2020,Food,53.38
15/08/2020,Food,53.22
16/08/2020,Food,53.06
23/08/2020,Food,52.90
24/08/2020,Food,52.74
26/08/2020,Leisure,156.37
27/08/2020,Food,52.11
27/08/2020,Utilities,99.75
01/09/2020,Housing,1700.00
01/09/2020,Food,0.00
01/09/2020,Utilities,300.00
01/09/2020,Health,0.00
01/09/2020,Shopping,0.00
01/09/2020,Leisure,0.00
01/09/2020,Other,0.00
01/09/2020,Food,56.13
04/09/2020,Food,55.97
13/09/2020,Food,55.80
14/09/2020,Food,55.63
16/09/2020,Food,55.46
17/09/2020,Housing,182.53
17/09/2020,Food,55.30
18/09/2020,Food,54.58
24/09/2020,Food,54.42
25/09/2020,Food,54.26
27/09/2020,Shopping,61.52
29/09/2020,Food,53.91
01/10/2020,Housing,1700.00
01/10/2020,Food,0.00
01/10/2020,Utilities,300.00
01/10/2020,Health,0.00
01/10/2020,Shopping,0.00
01/10/2020,Leisure,0.00
01/10/2020,Other,0.00
01/10/2020,Food,58.25
01/10/2020,Shopping,481.54
03/10/2020,Utilities,99.19
04/10/2020,Food,56.34
10/10/2020,Health,108.49
11/10/2020,Food,55.87
14/10/2020,Food,55.70
14/10/2020,Other,202.27
16/10/2020,Food,54.93
17/10/2020,Food,54.76
20/10/2020,Food,54.60
21/10/2020,Food,54.43
23/10/2020,Other,42.39
24/10/2020,Food,54.14
27/10/2020,Food,53.94
28/10/2020,Food,53.78
29/10/2020,Food,53.62
29/10/2020,Health,70.95
01/11/2020,Housing,1700.00
01/11/2020,Food,0.00
01/11/2020,Utilities,300.00
01/11/2020,Health,0.00
01/11/2020,Shopping,0.00
01/11/2020,Leisure,0.00
01/11/2020,Other,0.00
01/11/2020,Food,57.75
02/11/2020,Food,57.57
03/11/2020,Food,57.40
04/11/2020,Other,46.85
06/11/2020,Food,57.09
07/11/2020,Shopping,892.26
09/11/2020,Shopping,0.00
13/11/2020,Food,55.14
14/11/2020,Food,54.98
16/11/2020,Food,54.81
18/11/2020,Food,54.65
18/11/2020,Other,111.27
19/11/2020,Shopping,907.47
20/11/2020,Food,51.43
21/11/2020,Other,114.19
25/11/2020,Leisure,0.00
29/11/2020,Health,40.41
29/11/2020,Other,201.82
30/11/2020,Health,74.09
01/12/2020,Housing,1700.00
01/12/2020,Food,0.00
01/12/2020,Utilities,300.00
01/12/2020,Health,0.00
01/12/2020,Shopping,0.00
01/12/2020,Leisure,0.00
01/12/2020,Other,0.00
02/12/2020,Leisure,0.00
09/12/2020,Food,53.89
10/12/2020,Food,53.73
10/12/2020,Health,146.89
11/12/2020,Food,53.13
14/12/2020,Food,52.97
15/12/2020,Food,52.81
18/12/2020,Food,52.65
18/12/2020,Utilities,79.17
18/12/2020,Other,97.75
19/12/2020,Food,51.96
22/12/2020,Food,51.81
23/12/2020,Food,51.65
26/12/2020,Food,51.50
27/12/2020,Leisure,0.00
01/01/2021,Housing,1700.00
01/01/2021,Food,0.00
01/01/2021,Utilities,300.00
01/01/2021,Health,0.00
01/01/2021,Shopping,0.00
01/01/2021,Leisure,0.00
01/01/2021,Other,0.00
01/01/2021,Food,55.84
03/01/2021,Food,55.68
03/01/2021,Health,142.16
03/01/2021,Shopping,402.78
05/01/2021,Other,192.25
08/01/2021,Other,68.43
16/01/2021,Food,53.10
18/01/2021,Health,102.97
19/01/2021,Leisure,0.00
21/01/2021,Shopping,203.47
22/01/2021,Food,52.02
23/01/2021,Food,51.87
27/01/2021,Leisure,0.00
29/01/2021,Food,51.71
30/01/2021,Leisure,0.00
31/01/2021,Health,146.30
31/01/2021,Shopping,0.00
01/02/2021,Housing,1700.00
01/02/2021,Food,0.00
01/02/2021,Utilities,300.00
01/02/2021,Health,0.00
01/02/2021,Shopping,0.00
01/02/2021,Leisure,0.00
01/02/2021,Other,0.00
01/02/2021,Food,55.62
02/02/2021,Food,55.45
13/02/2021,Leisure,1112.03
16/02/2021,Food,51.96
17/02/2021,Food,51.80
18/02/2021,Food,51.64
23/02/2021,Leisure,639.79
24/02/2021,Leisure,0.00
24/02/2021,Other,53.96
27/02/2021,Food,49.42
27/02/2021,Shopping,0.00
01/03/2021,Housing,1700.00
01/03/2021,Food,0.00
01/03/2021,Utilities,300.00
01/03/2021,Health,0.00
01/03/2021,Shopping,0.00
01/03/2021,Leisure,0.00
01/03/2021,Other,0.00
03/03/2021,Food,53.77
07/03/2021,Food,53.61
08/03/2021,Food,53.45
08/03/2021,Leisure,199.82
11/03/2021,Health,142.66
12/03/2021,Housing,105.64
14/03/2021,Leisure,641.05
16/03/2021,Food,50.02
18/03/2021,Food,49.87
20/03/2021,Food,49.75
22/03/2021,Food,49.60
23/03/2021,Food,49.45
28/03/2021,Food,49.30
30/03/2021,Food,49.15
31/03/2021,Leisure,552.57
01/04/2021,Housing,1700.00
01/04/2021,Food,0.00
01/04/2021,Utilities,300.00
01/04/2021,Health,0.00
01/04/2021,Shopping,0.00
01/04/2021,Leisure,0.00
01/04/2021,Other,0.00
03/04/2021,Food,51.85
03/04/2021,Leisure,149.83
05/04/2021,Food,51.24
06/04/2021,Shopping,0.00
07/04/2021,Food,51.07
10/04/2021,Food,50.92
12/04/2021,Food,50.76
12/04/2021,Other,161.88
13/04/2021,Food,50.13
22/04/2021,Food,50.42
23/04/2021,Health,162.19
24/04/2021,Food,49.78
29/04/2021,Food,48.93
30/04/2021,Utilities,65.03
01/05/2021,Housing,1700.00
01/05/2021,Food,0.00
01/05/2021,Utilities,300.00
01/05/2021,Health,0.00
01/05/2021,Shopping,0.00
01/05/2021,Leisure,0.00
01/05/2021,Other,0.00
05/05/2021,Food,53.09
07/05/2021,Shopping,134.73
09/05/2021,Other,272.71
10/05/2021,Health,99.61
11/05/2021,Leisure,308.58
13/05/2021,Food,50.77
14/05/2021,Food,50.62
15/05/2021,Food,50.47
22/05/2021,Food,50.31
27/05/2021,Utilities,61.53
28/05/2021,Food,49.98
29/05/2021,Food,49.83
30/05/2021,Health,180.56
01/06/2021,Housing,1700.00
01/06/2021,Food,0.00
01/06/2021,Utilities,300.00
01/06/2021,Health,0.00
01/06/2021,Shopping,0.00
01/06/2021,Leisure,0.00
01/06/2021,Other,0.00
01/06/2021,Food,53.64
02/06/2021,Food,53.48
06/06/2021,Leisure,0.00
07/06/2021,Utilities,98.02
09/06/2021,Health,152.60
10/06/2021,Food,51.81
12/06/2021,Food,51.66
19/06/2021,Food,50.72
20/06/2021,Food,50.57
20/06/2021,Health,87.72
20/06/2021,Other,74.81
21/06/2021,Food,49.93
21/06/2021,Other,134.35
22/06/2021,Health,104.95
01/07/2021,Housing,1700.00
01/07/2021,Food,0.00
01/07/2021,Utilities,300.00
01/07/2021,Health,0.00
01/07/2021,Shopping,0.00
01/07/2021,Leisure,0.00
01/07/2021,Other,0.00
01/07/2021,Leisure,0.00
04/07/2021,Food,53.56
08/07/2021,Health,52.47
10/07/2021,Leisure,0.00
16/07/2021,Food,53.24
17/07/2021,Food,53.08
18/07/2021,Food,52.92
20/07/2021,Other,59.50
21/07/2021,Health,100.79
23/07/2021,Leisure,539.37
25/07/2021,Food,50.66
27/07/2021,Food,50.51
28/07/2021,Food,50.36
30/07/2021,Food,50.21
01/08/2021,Housing,1700.00
01/08/2021,Food,0.00
01/08/2021,Utilities,300.00
01/08/2021,Health,0.00
01/08/2021,Shopping,0.00
01/08/2021,Leisure,0.00
01/08/2021,Other,0.00
05/08/2021,Leisure,0.00
07/08/2021,Utilities,69.02
07/08/2021,Shopping,861.86
08/08/2021,Food,51.76
09/08/2021,Food,51.60
10/08/2021,Food,51.45
12/08/2021,Food,51.29
13/08/2021,Food,51.14
15/08/2021,Food,50.97
15/08/2021,Leisure,1076.94
18/08/2021,Food,47.58
21/08/2021,Food,47.90
23/08/2021,Leisure,9.74
27/08/2021,Food,47.72
28/08/2021,Food,47.58
30/08/2021,Shopping,0.00
30/08/2021,Leisure,241.49
31/08/2021,Food,46.71
01/09/2021,Housing,1700.00
01/09/2021,Food,0.00
01/09/2021,Utilities,300.00
01/09/2021,Health,0.00
01/09/2021,Shopping,0.00
01/09/2021,Leisure,0.00
01/09/2021,Other,0.00
05/09/2021,Health,79.46
05/09/2021,Shopping,775.34
07/09/2021,Food,47.91
12/09/2021,Food,47.76
12/09/2021,Utilities,97.71
14/09/2021,Food,47.33
16/09/2021,Food,47.18
17/09/2021,Food,47.04
18/09/2021,Other,140.57
21/09/2021,Food,47.14
22/09/2021,Food,47.00
28/09/2021,Food,46.84
01/10/2021,Housing,1700.00
01/10/2021,Food,0.00
01/10/2021,Utilities,300.00
01/10/2021,Health,0.00
01/10/2021,Shopping,0.00
01/10/2021,Leisure,0.00
01/10/2021,Other,0.00
04/10/2021,Food,51.20
08/10/2021,Health,128.12
10/10/2021,Food,50.67
10/10/2021,Leisure,0.00
11/10/2021,Food,50.51
17/10/2021,Food,50.36
17/10/2021,Utilities,114.56
19/10/2021,Food,49.87
24/10/2021,Shopping,0.00
24/10/2021,Other,135.54
25/10/2021,Health,63.46
26/10/2021,Health,0.00
28/10/2021,Food,49.12
01/11/2021,Housing,1700.00
01/11/2021,Food,0.00
01/11/2021,Utilities,300.00
01/11/2021,Health,0.00
01/11/2021,Shopping,0.00
01/11/2021,Leisure,0.00
01/11/2021,Other,0.00
02/11/2021,Food,53.47
04/11/2021,Food,53.31
04/11/2021,Leisure,1104.94
06/11/2021,Other,136.37
09/11/2021,Shopping,115.70
11/11/2021,Other,245.55
12/11/2021,Shopping,457.70
14/11/2021,Shopping,0.00
15/11/2021,Other,82.15
16/11/2021,Utilities,78.95
18/11/2021,Food,46.50
29/11/2021,Leisure,83.81
01/12/2021,Housing,1700.00
01/12/2021,Food,0.00
01/12/2021,Utilities,300.00
01/12/2021,Health,0.00
01/12/2021,Shopping,0.00
01/12/2021,Leisure,0.00
01/12/2021,Other,0.00
03/12/2021,Food,50.07
04/12/2021,Food,49.92
07/12/2021,Other,4.89
12/12/2021,Food,49.75
14/12/2021,Leisure,7.97
16/12/2021,Health,92.03
16/12/2021,Other,148.28
18/12/2021,Health,67.93
19/12/2021,Food,48.65
21/12/2021,Shopping,894.71
23/12/2021,Health,132.45
23/12/2021,Shopping,68.74
24/12/2021,Food,44.61
27/12/2021,Food,44.47
29/12/2021,Food,44.34
31/12/2021,Health,113.76
01/01/2022,Housing,1700.00
01/01/2022,Food,0.00
01/01/2022,Utilities,300.00
01/01/2022,Health,0.00
01/01/2022,Shopping,0.00
01/01/2022,Leisure,0.00
01/01/2022,Other,0.00
03/01/2022,Food,48.37
04/01/2022,Food,49.01
05/01/2022,Food,48.87
13/01/2022,Housing,99.04
13/01/2022,Health,103.17
14/01/2022,Food,48.11
16/01/2022,Food,47.97
17/01/2022,Food,47.82
19/01/2022,Food,49.55
19/01/2022,Shopping,0.00
20/01/2022,Food,49.40
22/01/2022,Food,49.24
29/01/2022,Food,49.10
30/01/2022,Food,48.95
31/01/2022,Food,48.81
01/02/2022,Housing,1700.00
01/02/2022,Food,0.00
01/02/2022,Utilities,300.00
01/02/2022,Health,0.00
01/02/2022,Shopping,0.00
01/02/2022,Leisure,0.00
01/02/2022,Other,0.00
01/02/2022,Health,105.50
02/02/2022,Health,172.52
04/02/2022,Food,52.33
04/02/2022,Leisure,1084.47
06/02/2022,Food,48.07
06/02/2022,Health,89.22
07/02/2022,Leisure,128.59
08/02/2022,Utilities,87.64
10/02/2022,Shopping,826.13
14/02/2022,Health,136.54
14/02/2022,Shopping,0.00
15/02/2022,Food,44.74
16/02/2022,Food,44.60
20/02/2022,Food,44.48
21/02/2022,Leisure,861.61
25/02/2022,Food,41.76
27/02/2022,Other,46.66
01/03/2022,Housing,1700.00
01/03/2022,Food,0.00
01/03/2022,Utilities,300.00
01/03/2022,Health,0.00
01/03/2022,Shopping,0.00
01/03/2022,Leisure,0.00
01/03/2022,Other,0.00
16/03/2022,Food,46.58
17/03/2022,Food,46.44
21/03/2022,Food,46.30
21/03/2022,Leisure,0.00
30/03/2022,Food,46.87
01/04/2022,Housing,1700.00
01/04/2022,Food,0.00
01/04/2022,Utilities,300.00
01/04/2022,Health,0.00
01/04/2022,Shopping,0.00
01/04/2022,Leisure,0.00
01/04/2022,Other,0.00
03/04/2022,Shopping,0.00
03/04/2022,Leisure,0.00
05/04/2022,Food,51.23
10/04/2022,Food,52.04
12/04/2022,Leisure,729.67
20/04/2022,Health,76.49
24/04/2022,Food,48.79
24/04/2022,Other,219.88
26/04/2022,Other,169.64
27/04/2022,Food,47.47
29/04/2022,Food,47.32
01/05/2022,Housing,1700.00
01/05/2022,Food,0.00
01/05/2022,Utilities,300.00
01/05/2022,Health,0.00
01/05/2022,Shopping,0.00
01/05/2022,Leisure,0.00
01/05/2022,Other,0.00
02/05/2022,Food,51.68
09/05/2022,Food,51.53
13/05/2022,Other,237.59
16/05/2022,Food,50.66
18/05/2022,Shopping,0.00
20/05/2022,Food,50.51
20/05/2022,Other,247.64
23/05/2022,Food,49.61
26/05/2022,Food,49.46
29/05/2022,Food,49.32
01/06/2022,Housing,1700.00
01/06/2022,Food,0.00
01/06/2022,Utilities,300.00
01/06/2022,Health,0.00
01/06/2022,Shopping,0.00
01/06/2022,Leisure,0.00
01/06/2022,Other,0.00
01/06/2022,Food,53.67
01/06/2022,Utilities,66.48
03/06/2022,Shopping,0.00
04/06/2022,Food,53.31
04/06/2022,Leisure,0.00
06/06/2022,Food,53.13
12/06/2022,Other,252.12
18/06/2022,Food,52.20
20/06/2022,Food,52.05
21/06/2022,Food,51.89
21/06/2022,Health,71.68
23/06/2022,Utilities,97.74
27/06/2022,Food,51.20
28/06/2022,Health,9.89
01/07/2022,Housing,1700.00
01/07/2022,Food,0.00
01/07/2022,Utilities,300.00
01/07/2022,Health,0.00
01/07/2022,Shopping,0.00
01/07/2022,Leisure,0.00
01/07/2022,Other,0.00
01/07/2022,Food,55.52
06/07/2022,Food,55.35
13/07/2022,Food,55.19
17/07/2022,Food,54.29
18/07/2022,Food,54.12
19/07/2022,Food,53.96
20/07/2022,Other,141.52
22/07/2022,Other,175.55
23/07/2022,Food,52.20
25/07/2022,Food,52.05
26/07/2022,Food,51.89
26/07/2022,Health,102.49
29/07/2022,Health,58.26
29/07/2022,Shopping,0.00
30/07/2022,Food,51.25
01/08/2022,Housing,1700.00
01/08/2022,Food,0.00
01/08/2022,Utilities,300.00
01/08/2022,Health,0.00
01/08/2022,Shopping,0.00
01/08/2022,Leisure,0.00
01/08/2022,Other,0.00
02/08/2022,Food,55.60
08/08/2022,Food,55.47
08/08/2022,Leisure,0.00
09/08/2022,Food,55.30
09/08/2022,Utilities,116.50
10/08/2022,Food,54.79
12/08/2022,Leisure,0.00
13/08/2022,Food,54.62
14/08/2022,Shopping,0.00
15/08/2022,Food,54.46
16/08/2022,Shopping,275.71
18/08/2022,Utilities,104.71
19/08/2022,Food,53.15
19/08/2022,Health,100.21
20/08/2022,Food,52.69
27/08/2022,Food,52.53
27/08/2022,Health,32.68
30/08/2022,Food,51.50
01/09/2022,Housing,1700.00
01/09/2022,Food,0.00
01/09/2022,Utilities,300.00
01/09/2022,Health,0.00
01/09/2022,Shopping,0.00
01/09/2022,Leisure,0.00
01/09/2022,Other,0.00
05/09/2022,Other,14.77
09/09/2022,Food,55.81
12/09/2022,Health,140.15
13/09/2022,Food,55.22
13/09/2022,Health,172.41
14/09/2022,Utilities,118.28
16/09/2022,Utilities,106.68
16/09/2022,Health,75.72
18/09/2022,Shopping,0.00
19/09/2022,Food,53.64
21/09/2022,Other,197.72
22/09/2022,Other,280.85
25/09/2022,Food,52.04
25/09/2022,Utilities,164.65
26/09/2022,Food,51.39
27/09/2022,Other,143.63
30/09/2022,Leisure,0.00
01/10/2022,Housing,1700.00
01/10/2022,Food,0.00
01/10/2022,Utilities,300.00
01/10/2022,Health,0.00
01/10/2022,Shopping,0.00
01/10/2022,Leisure,0.00
01/10/2022,Other,0.00
03/10/2022,Food,54.47
10/10/2022,Shopping,0.00
11/10/2022,Shopping,1207.30
12/10/2022,Utilities,78.47
16/10/2022,Leisure,0.00
23/10/2022,Food,50.45
31/10/2022,Food,50.29
01/11/2022,Housing,1700.00
01/11/2022,Food,0.00
01/11/2022,Utilities,300.00
01/11/2022,Health,0.00
01/11/2022,Shopping,0.00
01/11/2022,Leisure,0.00
01/11/2022,Other,0.00
05/11/2022,Food,54.63
06/11/2022,Shopping,680.24
11/11/2022,Utilities,118.86
11/11/2022,Other,222.21
12/11/2022,Food,51.84
14/11/2022,Food,51.69
16/11/2022,Food,51.53
18/11/2022,Food,51.38
18/11/2022,Leisure,453.36
20/11/2022,Food,49.86
24/11/2022,Health,72.56
26/11/2022,Food,49.47
01/12/2022,Housing,1700.00
01/12/2022,Food,0.00
01/12/2022,Utilities,300.00
01/12/2022,Health,0.00
01/12/2022,Shopping,0.00
01/12/2022,Leisure,0.00
01/12/2022,Other,0.00
03/12/2022,Food,53.82
04/12/2022,Utilities,62.23
05/12/2022,Utilities,79.95
05/12/2022,Shopping,297.02
08/12/2022,Food,52.35
08/12/2022,Utilities,102.22
10/12/2022,Food,51.88
11/12/2022,Food,51.73
14/12/2022,Shopping,1341.92
17/12/2022,Food,46.77
27/12/2022,Food,46.63
28/12/2022,Health,137.67
29/12/2022,Utilities,89.14
30/12/2022,Food,45.81
