id,date,type,category,value,price_index,reference
1187,01/03/2013,Income,,3500.00,,
1188,01/03/2013,Expenses,Housing,1700.00,,
1189,01/03/2013,Expenses,Utilities,300.00,,
1190,01/03/2013,Savings/debt expenses,,39.95,,3
1191,01/03/2013,Debt selling,,60.05,1,3
1192,06/03/2013,Expenses,Utilities,51.91,,
1193,06/03/2013,Expenses,,159.12,,
1194,12/03/2013,Expenses,Food,42.79,,
1195,15/03/2013,Expenses,Health,37.26,,
1196,20/03/2013,Expenses,Food,42.55,,
1197,21/03/2013,Expenses,Food,42.42,,
1198,25/03/2013,Expenses,,13.23,,
1199,26/03/2013,Expenses,Food,42.25,,
1200,28/03/2013,Expenses,Food,42.13,,
1201,29/03/2013,Expenses,Health,82.52,,
1202,31/03/2013,Income,,538.20,,
1203,01/04/2013,Income,,3500.00,,
1204,01/04/2013,Expenses,Housing,1700.00,,
1205,01/04/2013,Expenses,Utilities,300.00,,
1206,01/04/2013,Savings/debt expenses,,39.65,,3
1207,01/04/2013,Debt selling,,60.35,1,3
1208,02/04/2013,Expenses,Food,47.57,,
1209,10/04/2013,Expenses,Food,47.42,,
1210,10/04/2013,Expenses,Utilities,94.62,,
1211,11/04/2013,Expenses,Food,47.00,,
1212,11/04/2013,Expenses,Leisure,364.79,,
1213,11/04/2013,Expenses,,164.83,,
1214,14/04/2013,Expenses,Health,7.73,,
1215,16/04/2013,Expenses,Food,45.24,,
1216,17/04/2013,Expenses,Food,45.11,,
1217,18/04/2013,Expenses,Food,44.97,,
1218,23/04/2013,Expenses,Food,44.84,,
1219,24/04/2013,Expenses,Health,97.87,,
1220,27/04/2013,Expenses,Food,44.41,,
1221,27/04/2013,Expenses,Health,13.92,,
1222,27/04/2013,Debt selling,,228.32,1,3
1223,01/05/2013,Income,,3500.00,,
1224,01/05/2013,Expenses,Housing,1700.00,,
1225,01/05/2013,Expenses,Utilities,300.00,,
1226,01/05/2013,Expenses,Food,48.05,,
1227,01/05/2013,Savings/debt expenses,,38.20,,3
1228,01/05/2013,Debt selling,,61.8,1,3
1229,07/05/2013,Expenses,Food,47.61,,
1230,09/05/2013,Expenses,Food,47.46,,
1231,09/05/2013,Expenses,Health,47.66,,
1232,11/05/2013,Expenses,Food,47.18,,
1233,11/05/2013,Expenses,Health,13.71,,
1234,13/05/2013,Expenses,Food,47.00,,
1235,19/05/2013,Expenses,Shopping,521.29,,
1236,21/05/2013,Expenses,Food,45.29,,
1237,24/05/2013,Expenses,Housing,130.99,,
1238,26/05/2013,Expenses,Utilities,118.90,,
1239,28/05/2013,Expenses,Food,44.42,,
1240,30/05/2013,Expenses,Food,44.29,,
1241,31/05/2013,Expenses,Food,44.15,,
1242,01/06/2013,Income,,3500.00,,
1243,01/06/2013,Expenses,Housing,1700.00,,
1244,01/06/2013,Expenses,Utilities,300.00,,
1245,01/06/2013,Savings/debt expenses,,37.89,,3
1246,01/06/2013,Debt selling,,62.11,1,3
1247,02/06/2013,Expenses,Utilities,77.09,,
1248,03/06/2013,Expenses,Food,47.99,,
1249,04/06/2013,Expenses,Food,47.85,,
1250,06/06/2013,Expenses,Utilities,111.52,,
1251,08/06/2013,Expenses,Health,81.63,,
1252,11/06/2013,Expenses,Food,47.12,,
1253,17/06/2013,Expenses,Food,46.98,,
1254,22/06/2013,Expenses,Health,87.17,,
1255,23/06/2013,Expenses,Food,46.54,,
1256,23/06/2013,Expenses,Leisure,522.24,,
1257,25/06/2013,Expenses,Food,44.84,,
1258,25/06/2013,Expenses,Health,67.71,,
1259,25/06/2013,Expenses,Leisure,465.23,,
1260,26/06/2013,Expenses,Food,43.10,,
1261,01/07/2013,Income,,3500.00,,
1262,01/07/2013,Expenses,Housing,1700.00,,
1263,01/07/2013,Expenses,Utilities,300.00,,
1264,01/07/2013,Expenses,Food,47.47,,
1265,01/07/2013,Savings/debt expenses,,37.58,,3
1266,01/07/2013,Debt selling,,62.42,1,3
1267,02/07/2013,Expenses,,187.75,,
1268,03/07/2013,Expenses,Food,46.47,,
1269,06/07/2013,Expenses,Food,46.33,,
1270,07/07/2013,Expenses,Food,46.18,,
1271,08/07/2013,Expenses,Food,46.04,,
1272,08/07/2013,Expenses,Shopping,297.59,,
1273,09/07/2013,Expenses,Food,45.01,,
1274,09/07/2013,Expenses,Utilities,94.78,,
1275,11/07/2013,Expenses,Food,44.59,,
1276,14/07/2013,Expenses,Food,44.46,,
1277,14/07/2013,Expenses,Utilities,100.98,,
1278,16/07/2013,Expenses,Health,82.15,,
1279,17/07/2013,Expenses,,133.41,,
1280,20/07/2013,Expenses,Food,43.37,,
1281,20/07/2013,Expenses,Leisure,852.47,,
1282,25/07/2013,Debt selling,,287.4,1,3
1283,26/07/2013,Expenses,Shopping,36.83,,
1284,27/07/2013,Expenses,Food,39.71,,
1285,27/07/2013,Expenses,Leisure,62.77,,
1286,30/07/2013,Expenses,Food,39.41,,
1287,01/08/2013,Income,,3500.00,,
1288,01/08/2013,Expenses,Housing,1700.00,,
1289,01/08/2013,Expenses,Utilities,300.00,,
1290,01/08/2013,Expenses,Food,43.79,,
1291,01/08/2013,Savings/debt expenses,,35.83,,3
1292,01/08/2013,Debt selling,,64.17,1,3
1293,03/08/2013,Expenses,Food,43.36,,
1294,09/08/2013,Expenses,Food,43.23,,
1295,09/08/2013,Debt selling,,307.18,1,3
1296,14/08/2013,Expenses,Food,42.18,,
1297,17/08/2013,Expenses,Food,42.05,,
1298,18/08/2013,Expenses,Food,41.92,,
1299,21/08/2013,Expenses,Food,41.80,,
1300,23/08/2013,Expenses,Food,41.67,,
1301,23/08/2013,Expenses,,191.51,,
1302,26/08/2013,Expenses,Food,40.97,,
1303,29/08/2013,Expenses,Health,98.87,,
1304,30/08/2013,Expenses,Utilities,36.26,,
1305,31/08/2013,Expenses,Food,40.44,,
1306,01/09/2013,Income,,3500.00,,
1307,01/09/2013,Expenses,Housing,1700.00,,
1308,01/09/2013,Expenses,Utilities,300.00,,
1309,01/09/2013,Expenses,Food,44.82,,
1310,01/09/2013,Savings/debt expenses,,33.98,,3
1311,01/09/2013,Debt selling,,66.02,1,3
1312,02/09/2013,Expenses,Food,44.39,,
1313,03/09/2013,Expenses,Health,110.54,,
1314,03/09/2013,Expenses,Leisure,877.17,,
1315,05/09/2013,Expenses,Utilities,76.16,,
1316,09/09/2013,Expenses,Food,41.07,,
1317,12/09/2013,Expenses,Food,40.94,,
1318,13/09/2013,Debt selling,,222.47,1,3
1319,18/09/2013,Expenses,Food,40.15,,
1320,20/09/2013,Expenses,Food,40.03,,
1321,23/09/2013,Expenses,Health,71.78,,
1322,25/09/2013,Expenses,Food,39.70,,
1323,25/09/2013,Expenses,Leisure,576.12,,
1324,27/09/2013,Expenses,Food,37.85,,
1325,01/10/2013,Income,,3500.00,,
1326,01/10/2013,Expenses,Housing,1700.00,,
1327,01/10/2013,Expenses,Utilities,300.00,,
1328,01/10/2013,Savings/debt expenses,,32.53,,3
1329,01/10/2013,Debt selling,,67.47,1,3
1330,02/10/2013,Expenses,Food,41.95,,
1331,06/10/2013,Expenses,Housing,127.78,,
1332,07/10/2013,Expenses,Food,41.44,,
1333,10/10/2013,Expenses,Food,41.32,,
1334,13/10/2013,Expenses,Food,41.19,,
1335,14/10/2013,Expenses,Food,41.07,,
1336,15/10/2013,Expenses,Food,40.95,,
1337,19/10/2013,Expenses,Utilities,65.35,,
1338,20/10/2013,Expenses,Health,89.42,,
1339,21/10/2013,Expenses,Health,6.09,,
1340,22/10/2013,Expenses,Food,40.34,,
1341,23/10/2013,Expenses,Shopping,521.06,,
1342,24/10/2013,Expenses,Food,38.66,,
1343,27/10/2013,Expenses,,50.05,,
1344,31/10/2013,Expenses,Food,38.38,,
1345,01/11/2013,Income,,3500.00,,
1346,01/11/2013,Expenses,Housing,1700.00,,
1347,01/11/2013,Expenses,Utilities,300.00,,
1348,01/11/2013,Expenses,Food,42.76,,
1349,01/11/2013,Savings/debt expenses,,32.20,,3
1350,01/11/2013,Debt selling,,67.8,1,3
1351,04/11/2013,Expenses,Food,42.33,,
1352,09/11/2013,Expenses,Food,42.21,,
1353,10/11/2013,Expenses,Food,42.08,,
1354,12/11/2013,Expenses,Health,57.77,,
1355,13/11/2013,Expenses,Food,41.78,,
1356,17/11/2013,Expenses,Leisure,501.85,,
1357,23/11/2013,Expenses,Food,40.13,,
1358,01/12/2013,Income,,3500.00,,
1359,01/12/2013,Expenses,Housing,1700.00,,
1360,01/12/2013,Expenses,Utilities,300.00,,
1361,01/12/2013,Expenses,Food,44.51,,
1362,01/12/2013,Savings/debt expenses,,31.86,,3
1363,01/12/2013,Debt selling,,68.14,1,3
1364,07/12/2013,Expenses,Food,44.08,,
1365,07/12/2013,Expenses,,79.82,,
1366,08/12/2013,Expenses,Food,43.70,,
1367,09/12/2013,Expenses,Food,43.57,,
1368,10/12/2013,Expenses,Food,43.44,,
1369,11/12/2013,Expenses,Food,43.31,,
1370,12/12/2013,Expenses,Food,43.18,,
1371,14/12/2013,Expenses,Health,61.02,,
1372,15/12/2013,Expenses,Food,42.88,,
1373,21/12/2013,Expenses,Food,42.79,,
1374,24/12/2013,Expenses,Food,42.66,,
1375,25/12/2013,Expenses,Utilities,77.78,,
1376,26/12/2013,Expenses,Food,42.30,,
1377,26/12/2013,Expenses,Health,16.20,,
1378,28/12/2013,Expenses,Food,42.13,,
1379,29/12/2013,Expenses,Health,151.97,,
1380,29/12/2013,Debt selling,,196.46,1,3
1381,30/12/2013,Expenses,Leisure,351.50,,
1382,31/12/2013,Expenses,Food,39.90,,
1383,01/01/2014,Income,,3500.00,,
1384,01/01/2014,Expenses,Housing,1700.00,,
1385,01/01/2014,Expenses,Utilities,300.00,,
1386,01/01/2014,Savings/debt expenses,,30.53,,3
1387,01/01/2014,Debt selling,,69.47,1,3
1388,03/01/2014,Expenses,Leisure,394.27,,
1389,05/01/2014,Expenses,Food,42.81,,
1390,06/01/2014,Expenses,Food,42.68,,
1391,08/01/2014,Expenses,Food,42.55,,
1392,09/01/2014,Expenses,Food,42.42,,
1393,11/01/2014,Expenses,Food,42.30,,
1394,12/01/2014,Expenses,Food,42.17,,
1395,13/01/2014,Debt selling,,217.57,1,3
1396,14/01/2014,Expenses,Health,79.06,,
1397,15/01/2014,Expenses,Food,41.15,,
1398,20/01/2014,Expenses,Utilities,90.62,,
1399,22/01/2014,Expenses,Shopping,481.87,,
1400,23/01/2014,Expenses,Leisure,263.47,,
1401,26/01/2014,Expenses,Leisure,19.41,,
1402,29/01/2014,Expenses,Food,38.47,,
1403,01/02/2014,Income,,3500.00,,
1404,01/02/2014,Expenses,Housing,1700.00,,
1405,01/02/2014,Expenses,Utilities,300.00,,
1406,01/02/2014,Savings/debt expenses,,29.10,,3
1407,01/02/2014,Debt selling,,70.9,1,3
1408,04/02/2014,Expenses,Health,59.63,,
1409,08/02/2014,Expenses,Food,42.39,,
1410,11/02/2014,Expenses,Food,42.26,,
1411,13/02/2014,Expenses,Food,42.14,,
1412,13/02/2014,Debt selling,,201.89,1,3
1413,19/02/2014,Expenses,Utilities,55.56,,
1414,21/02/2014,Expenses,Food,41.24,,
1415,24/02/2014,Expenses,Health,31.05,,
1416,26/02/2014,Income,,31.30,,
1417,01/03/2014,Income,,3500.00,,
1418,01/03/2014,Expenses,Housing,1700.00,,
1419,01/03/2014,Expenses,Utilities,300.00,,
1420,01/03/2014,Savings/debt expenses,,27.74,,3
1421,01/03/2014,Debt selling,,72.26,1,3
1422,03/03/2014,Expenses,Food,45.32,,
1423,07/03/2014,Expenses,Food,45.19,,
1424,08/03/2014,Expenses,Food,45.05,,
1425,08/03/2014,Expenses,Shopping,1039.00,,
1426,10/03/2014,Expenses,Food,41.80,,
1427,10/03/2014,Expenses,Shopping,405.48,,
1428,11/03/2014,Expenses,Food,40.46,,
1429,13/03/2014,Expenses,Food,40.34,,
1430,13/03/2014,Expenses,Leisure,88.31,,
1431,17/03/2014,Expenses,Food,39.96,,
1432,18/03/2014,Expenses,Food,39.84,,
1433,19/03/2014,Expenses,Food,39.72,,
1434,20/03/2014,Debt selling,,156.34,1,3
1435,21/03/2014,Debt selling,,127.48,1,3
1436,24/03/2014,Expenses,Shopping,388.07,,
1437,28/03/2014,Expenses,Food,37.58,,
1438,31/03/2014,Expenses,Food,37.47,,
1439,01/04/2014,Income,,3500.00,,
1440,01/04/2014,Expenses,Housing,1700.00,,
1441,01/04/2014,Expenses,Utilities,300.00,,
1442,01/04/2014,Savings/debt expenses,,25.96,,3
1443,01/04/2014,Debt selling,,74.04,1,3
1444,06/04/2014,Expenses,Shopping,334.02,,
1445,07/04/2014,Expenses,Food,40.56,,
1446,10/04/2014,Expenses,Food,40.44,,
1447,10/04/2014,Expenses,Utilities,64.12,,
1448,12/04/2014,Expenses,Food,40.12,,
1449,14/04/2014,Expenses,,96.22,,
1450,15/04/2014,Expenses,Food,39.72,,
1451,16/04/2014,Expenses,Food,39.60,,
1452,19/04/2014,Expenses,Food,39.48,,
1453,25/04/2014,Expenses,Food,39.37,,
1454,29/04/2014,Expenses,Food,39.28,,
1455,01/05/2014,Income,,3500.00,,
1456,01/05/2014,Expenses,Housing,1700.00,,
1457,01/05/2014,Expenses,Utilities,300.00,,
1458,01/05/2014,Expenses,Food,43.66,,
1459,01/05/2014,Savings/debt expenses,,25.58,,3
1460,01/05/2014,Debt selling,,74.42,1,3
1461,03/05/2014,Expenses,Food,43.23,,
1462,04/05/2014,Expenses,Food,43.10,,
1463,06/05/2014,Expenses,Shopping,302.97,,
1464,07/05/2014,Expenses,Shopping,407.80,,
1465,12/05/2014,Expenses,Food,40.84,,
1466,15/05/2014,Expenses,Leisure,76.79,,
1467,16/05/2014,Expenses,Food,40.48,,
1468,20/05/2014,Expenses,Food,40.37,,
1469,20/05/2014,Expenses,Leisure,254.83,,
1470,22/05/2014,Expenses,Food,39.48,,
1471,24/05/2014,Expenses,Food,39.37,,
1472,26/05/2014,Expenses,Food,39.25,,
1473,28/05/2014,Expenses,Food,39.13,,
1474,29/05/2014,Expenses,Food,39.01,,
1475,30/05/2014,Expenses,Food,38.90,,
1476,01/06/2014,Income,,3500.00,,
1477,01/06/2014,Expenses,Housing,1700.00,,
1478,01/06/2014,Expenses,Utilities,300.00,,
1479,01/06/2014,Savings/debt expenses,,25.21,,3
1480,01/06/2014,Debt selling,,74.79,1,3
1481,03/06/2014,Expenses,Food,42.98,,
1482,08/06/2014,Expenses,Food,42.85,,
1483,12/06/2014,Expenses,Food,42.72,,
1484,12/06/2014,Debt selling,,200.81,1,3
1485,15/06/2014,Expenses,Food,41.99,,
1486,16/06/2014,Expenses,Utilities,94.76,,
1487,18/06/2014,Expenses,Food,41.58,,
1488,21/06/2014,Expenses,Food,41.46,,
1489,23/06/2014,Expenses,Food,41.33,,
1490,24/06/2014,Expenses,Food,41.21,,
1491,24/06/2014,Expenses,,237.83,,
1492,26/06/2014,Expenses,Food,40.37,,
1493,26/06/2014,Expenses,,271.21,,
1494,27/06/2014,Expenses,Health,34.46,,
1495,28/06/2014,Expenses,,100.59,,
1496,29/06/2014,Expenses,Food,39.03,,
1497,01/07/2014,Income,,3500.00,,
1498,01/07/2014,Expenses,Housing,1700.00,,
1499,01/07/2014,Expenses,Utilities,300.00,,
1500,01/07/2014,Savings/debt expenses,,23.83,,3
1501,01/07/2014,Debt selling,,76.17,1,3
1502,02/07/2014,Expenses,Food,43.11,,
1503,06/07/2014,Expenses,Health,76.44,,
1504,07/07/2014,Expenses,Food,42.76,,
1505,12/07/2014,Expenses,Food,42.63,,
1506,16/07/2014,Expenses,Leisure,888.06,,
1507,18/07/2014,Expenses,Food,39.83,,
1508,19/07/2014,Expenses,Food,39.72,,
1509,21/07/2014,Expenses,Health,82.88,,
1510,23/07/2014,Expenses,Shopping,453.12,,
1511,24/07/2014,Expenses,Food,38.02,,
1512,24/07/2014,Expenses,Leisure,508.43,,
1513,26/07/2014,Expenses,Food,36.38,,
1514,27/07/2014,Expenses,Food,36.28,,
1515,28/07/2014,Expenses,Food,36.17,,
1516,29/07/2014,Expenses,Food,36.06,,
1517,29/07/2014,Expenses,Utilities,65.72,,
1518,31/07/2014,Expenses,Shopping,1159.97,,
1519,01/08/2014,Income,,3500.00,,
1520,01/08/2014,Expenses,Housing,1700.00,,
1521,01/08/2014,Expenses,Utilities,300.00,,
1522,01/08/2014,Expenses,Food,36.81,,
1523,01/08/2014,Savings/debt expenses,,23.45,,3
1524,01/08/2014,Debt selling,,76.55,1,3
1525,02/08/2014,Expenses,Food,36.40,,
1526,03/08/2014,Expenses,Food,36.29,,
1527,05/08/2014,Expenses,Food,36.18,,
1528,06/08/2014,Expenses,Food,36.07,,
1529,07/08/2014,Expenses,Food,35.96,,
1530,08/08/2014,Expenses,Food,35.85,,
1531,09/08/2014,Expenses,Food,35.78,,
1532,10/08/2014,Expenses,Food,35.67,,
1533,12/08/2014,Expenses,Food,35.57,,
1534,17/08/2014,Expenses,Food,35.46,,
1535,23/08/2014,Expenses,,181.31,,
1536,24/08/2014,Debt selling,,211.94,1,3
1537,26/08/2014,Expenses,Food,34.17,,
1538,29/08/2014,Expenses,Utilities,49.75,,
1539,30/08/2014,Debt selling,,135.48,1,3
1540,01/09/2014,Income,,3500.00,,
1541,01/09/2014,Expenses,Housing,1700.00,,
1542,01/09/2014,Expenses,Utilities,300.00,,
1543,01/09/2014,Expenses,Food,38.01,,
1544,01/09/2014,Savings/debt expenses,,21.33,,3
1545,01/09/2014,Debt selling,,78.67,1,3
1546,05/09/2014,Expenses,Food,37.60,,
1547,06/09/2014,Expenses,Food,37.49,,
1548,09/09/2014,Expenses,Food,37.37,,
1549,12/09/2014,Expenses,Food,37.26,,
1550,14/09/2014,Expenses,Food,37.15,,
1551,17/09/2014,Expenses,,114.65,,
1552,20/09/2014,Expenses,Food,36.70,,
1553,22/09/2014,Expenses,Food,36.59,,
1554,23/09/2014,Debt selling,,172.93,1,3
1555,25/09/2014,Expenses,Food,35.96,,
1556,25/09/2014,Debt selling,,159.56,1,3
1557,26/09/2014,Expenses,Food,35.37,,
1558,28/09/2014,Expenses,Food,35.27,,
1559,01/10/2014,Income,,3500.00,,
1560,01/10/2014,Expenses,Housing,1700.00,,
1561,01/10/2014,Expenses,Utilities,300.00,,
1562,01/10/2014,Savings/debt expenses,,19.28,,3
1563,01/10/2014,Debt selling,,80.72,1,3
1564,06/10/2014,Expenses,Health,10.08,,
1565,09/10/2014,Expenses,Food,39.33,,
1566,13/10/2014,Expenses,Food,39.21,,
1567,14/10/2014,Expenses,Food,39.10,,
1568,17/10/2014,Expenses,Shopping,505.74,,
1569,24/10/2014,Expenses,Food,37.45,,
1570,27/10/2014,Expenses,Food,37.34,,
1571,28/10/2014,Expenses,Utilities,106.55,,
1572,28/10/2014,Expenses,Shopping,645.51,,
1573,28/10/2014,Expenses,,164.77,,
1574,01/11/2014,Income,,3500.00,,
1575,01/11/2014,Expenses,Housing,1700.00,,
1576,01/11/2014,Expenses,Utilities,300.00,,
1577,01/11/2014,Savings/debt expenses,,18.87,,3
1578,01/11/2014,Debt selling,,81.13,1,3
1579,04/11/2014,Expenses,Food,38.68,,
1580,05/11/2014,Expenses,Food,38.56,,
1581,06/11/2014,Expenses,Leisure,482.90,,
1582,07/11/2014,Expenses,Housing,119.19,,
1583,08/11/2014,Expenses,Food,36.64,,
1584,08/11/2014,Expenses,,45.83,,
1585,10/11/2014,Expenses,Shopping,247.51,,
1586,11/11/2014,Expenses,Leisure,125.37,,
1587,13/11/2014,Expenses,Food,35.27,,
1588,16/11/2014,Debt selling,,118.26,1,3
1589,25/11/2014,Expenses,Food,34.81,,
1590,28/11/2014,Expenses,Food,34.71,,
1591,29/11/2014,Expenses,Health,94.39,,
1592,30/11/2014,Expenses,Food,34.32,,
1593,30/11/2014,Expenses,Health,25.82,,
1594,01/12/2014,Income,,3500.00,,
1595,01/12/2014,Expenses,Housing,1700.00,,
1596,01/12/2014,Expenses,Utilities,300.00,,
1597,01/12/2014,Savings/debt expenses,,17.88,,3
1598,01/12/2014,Debt selling,,82.12,1,3
1599,04/12/2014,Expenses,Food,38.34,,
1600,09/12/2014,Expenses,Food,38.23,,
1601,10/12/2014,Expenses,Food,38.11,,
1602,12/12/2014,Expenses,Food,38.00,,
1603,12/12/2014,Debt selling,,130.64,1,3
1604,17/12/2014,Expenses,Food,37.49,,
1605,24/12/2014,Debt selling,,210.17,1,3
1606,25/12/2014,Expenses,Food,36.75,,
1607,29/12/2014,Expenses,Shopping,237.72,,
1608,30/12/2014,Expenses,Health,24.14,,
1609,31/12/2014,Expenses,Health,122.38,,
1610,01/01/2015,Income,,3500.00,,
1611,01/01/2015,Expenses,Housing,1700.00,,
1612,01/01/2015,Expenses,Utilities,300.00,,
1613,01/01/2015,Savings/debt expenses,,15.76,,3
1614,01/01/2015,Debt selling,,84.24,1,3
1615,02/01/2015,Expenses,,226.88,,
1616,09/01/2015,Expenses,Food,39.00,,
1617,10/01/2015,Expenses,Food,38.89,,
1618,13/01/2015,Expenses,Food,38.78,,
1619,14/01/2015,Expenses,Food,38.69,,
1620,18/01/2015,Expenses,Food,38.57,,
1621,18/01/2015,Expenses,Health,115.16,,
1622,19/01/2015,Expenses,Health,0.14,,
1623,23/01/2015,Expenses,Food,38.11,,
1624,25/01/2015,Expenses,Food,37.99,,
1625,27/01/2015,Expenses,Food,37.88,,
1626,29/01/2015,Expenses,Housing,146.35,,
1627,30/01/2015,Expenses,Food,37.33,,
1628,01/02/2015,Income,,3500.00,,
1629,01/02/2015,Expenses,Housing,1700.00,,
1630,01/02/2015,Expenses,Utilities,300.00,,
1631,01/02/2015,Expenses,Leisure,153.03,,
1632,01/02/2015,Savings/debt expenses,,15.34,,3
1633,01/02/2015,Debt selling,,84.66,1,3
1634,03/02/2015,Expenses,Health,30.87,,
1635,03/02/2015,Expenses,Shopping,58.94,,
1636,04/02/2015,Expenses,Food,40.70,,
1637,05/02/2015,Expenses,Food,40.57,,
1638,07/02/2015,Expenses,Food,40.45,,
1639,07/02/2015,Expenses,Health,108.60,,
1640,10/02/2015,Expenses,Utilities,83.58,,
1641,16/02/2015,Expenses,Leisure,81.62,,
1642,24/02/2015,Expenses,Housing,219.11,,
1643,28/02/2015,Expenses,Leisure,429.95,,
1644,01/03/2015,Income,,3500.00,,
1645,01/03/2015,Expenses,Housing,1700.00,,
1646,01/03/2015,Expenses,Utilities,300.00,,
1647,01/03/2015,Savings/debt expenses,,14.92,,3
1648,01/03/2015,Debt selling,,85.08,1,3
1649,02/03/2015,Expenses,Leisure,528.78,,
1650,04/03/2015,Expenses,Food,40.18,,
1651,06/03/2015,Expenses,Food,40.06,,
1652,06/03/2015,Expenses,Utilities,37.52,,
1653,06/03/2015,Expenses,Leisure,434.47,,
1654,07/03/2015,Expenses,,86.96,,
1655,11/03/2015,Expenses,Food,38.26,,
1656,13/03/2015,Expenses,Food,38.14,,
1657,17/03/2015,Expenses,Food,38.04,,
1658,19/03/2015,Expenses,Food,37.92,,
1659,20/03/2015,Income,,288.98,,
1660,24/03/2015,Expenses,Food,38.68,,
1661,01/04/2015,Income,,3500.00,,
1662,01/04/2015,Expenses,Housing,1700.00,,
1663,01/04/2015,Expenses,Utilities,300.00,,
1664,01/04/2015,Expenses,Food,43.06,,
1665,01/04/2015,Savings/debt expenses,,14.49,,3
1666,01/04/2015,Debt selling,,85.51,1,3
1667,03/04/2015,Expenses,Shopping,668.79,,
1668,03/04/2015,Expenses,,208.24,,
1669,04/04/2015,Expenses,Utilities,41.96,,
1670,09/04/2015,Expenses,Food,39.88,,
1671,11/04/2015,Expenses,Food,39.76,,
1672,17/04/2015,Expenses,Food,39.63,,
1673,25/04/2015,Income,,156.01,,
1674,25/04/2015,Expenses,Health,58.05,,
1675,01/05/2015,Income,,3500.00,,
1676,01/05/2015,Expenses,Housing,1700.00,,
1677,01/05/2015,Expenses,Utilities,300.00,,
1678,01/05/2015,Savings/debt expenses,,14.07,,3
1679,01/05/2015,Debt selling,,85.93,1,3
1680,02/05/2015,Expenses,Leisure,668.84,,
1681,04/05/2015,Expenses,Food,42.00,,
1682,06/05/2015,Expenses,Utilities,38.08,,
1683,09/05/2015,Expenses,Utilities,53.44,,
1684,09/05/2015,Expenses,Leisure,315.58,,
1685,14/05/2015,Expenses,Food,40.64,,
1686,15/05/2015,Expenses,Food,40.51,,
1687,17/05/2015,Expenses,Food,40.39,,
1688,19/05/2015,Expenses,,71.70,,
1689,20/05/2015,Expenses,Food,40.06,,
1690,27/05/2015,Expenses,Food,39.94,,
1691,29/05/2015,Expenses,Food,39.82,,
1692,30/05/2015,Expenses,Food,39.70,,
1693,01/06/2015,Income,,3500.00,,
1694,01/06/2015,Expenses,Housing,1700.00,,
1695,01/06/2015,Expenses,Utilities,300.00,,
1696,01/06/2015,Expenses,Food,44.08,,
1697,01/06/2015,Savings/debt expenses,,13.64,,3
1698,01/06/2015,Debt selling,,86.36,1,3
1699,05/06/2015,Expenses,Health,52.81,,
1700,08/06/2015,Expenses,Food,43.49,,
1701,08/06/2015,Debt selling,,220.14,1,3
1702,10/06/2015,Expenses,Food,42.70,,
1703,18/06/2015,Expenses,Leisure,207.16,,
1704,19/06/2015,Expenses,Food,41.95,,
1705,20/06/2015,Expenses,Health,69.07,,
1706,21/06/2015,Expenses,Food,41.60,,
1707,22/06/2015,Expenses,Food,41.48,,
1708,26/06/2015,Income,,195.32,,
1709,26/06/2015,Expenses,Food,41.94,,
1710,28/06/2015,Expenses,Food,41.81,,
1711,29/06/2015,Expenses,Food,41.69,,
1712,30/06/2015,Expenses,Food,41.56,,
1713,01/07/2015,Income,,3500.00,,
1714,01/07/2015,Expenses,Housing,1700.00,,
1715,01/07/2015,Expenses,Utilities,300.00,,
1716,01/07/2015,Savings/debt expenses,,12.10,,3
1717,01/07/2015,Debt selling,,87.9,1,3
1718,03/07/2015,Expenses,Food,45.64,,
1719,04/07/2015,Expenses,Food,45.50,,
1720,07/07/2015,Expenses,Food,45.36,,
1721,09/07/2015,Expenses,Food,45.21,,
1722,12/07/2015,Expenses,Food,45.08,,
1723,15/07/2015,Expenses,,182.12,,
1724,17/07/2015,Expenses,Health,43.35,,
1725,18/07/2015,Income,,92.62,,
1726,18/07/2015,Expenses,Food,44.54,,
1727,20/07/2015,Expenses,Food,44.41,,
1728,27/07/2015,Expenses,Food,44.28,,
1729,28/07/2015,Expenses,Food,44.14,,
1730,01/08/2015,Income,,3500.00,,
1731,01/08/2015,Expenses,Housing,1700.00,,
1732,01/08/2015,Expenses,Utilities,300.00,,
1733,01/08/2015,Savings/debt expenses,,11.66,,3
1734,01/08/2015,Debt selling,,88.34,1,3
1735,03/08/2015,Expenses,Health,38.95,,
1736,04/08/2015,Expenses,Food,48.09,,
1737,06/08/2015,Expenses,Food,47.95,,
1738,07/08/2015,Expenses,Food,47.81,,
1739,08/08/2015,Expenses,Health,31.26,,
1740,13/08/2015,Expenses,Food,47.55,,
1741,16/08/2015,Expenses,Food,47.41,,
1742,17/08/2015,Expenses,Food,47.27,,
1743,20/08/2015,Expenses,Leisure,203.38,,
1744,21/08/2015,Expenses,Food,46.52,,
1745,22/08/2015,Expenses,Food,46.38,,
1746,24/08/2015,Debt selling,,233.08,1,3
1747,26/08/2015,Expenses,Food,45.54,,
1748,28/08/2015,Income,,277.73,,
1749,28/08/2015,Expenses,Food,46.24,,
1750,31/08/2015,Expenses,Food,46.10,,
1751,01/09/2015,Income,,3500.00,,
1752,01/09/2015,Expenses,Housing,1700.00,,
1753,01/09/2015,Expenses,Utilities,300.00,,
1754,01/09/2015,Savings/debt expenses,,10.06,,3
1755,01/09/2015,Debt selling,,89.94,1,3
1756,02/09/2015,Expenses,Food,50.16,,
