id,date,type,category,quantity,value,reference
1133,01/08/2016,Expenses,Health,1,0.00,
1134,01/08/2016,Expenses,Shopping,1,0.00,
1135,01/08/2016,Expenses,Leisure,1,0.00,
1136,01/08/2016,Expenses,Other,1,0.00,
1137,01/08/2016,Expenses,Utilities,1,91.32,
1138,01/08/2016,Debt selling,,0.01,20000.00,d0
1139,01/08/2016,Asset expenses,,1,70.00,d0
1140,03/08/2016,Expenses,Food,1,30.19,
1141,04/08/2016,Expenses,Food,1,30.10,
1142,04/08/2016,Expenses,Utilities,1,43.53,
1143,04/08/2016,Expenses,Leisure,1,1041.38,
1144,05/08/2016,Expenses,Shopping,1,0.00,
1145,07/08/2016,Expenses,Food,1,26.76,
1146,08/08/2016,Expenses,Food,1,26.68,
1147,08/08/2016,Expenses,Other,1,42.57,
1148,11/08/2016,Expenses,Health,1,41.28,
1149,11/08/2016,Expenses,Leisure,1,0.00,
1150,12/08/2016,Expenses,Food,1,26.34,
1151,13/08/2016,Expenses,Other,1,25.03,
1152,21/08/2016,Expenses,Food,1,26.19,
1153,23/08/2016,Expenses,Other,1,292.77,
1154,25/08/2016,Expenses,Food,1,25.23,
1155,26/08/2016,Income,,1,167.34,
1156,27/08/2016,Expenses,Food,1,25.66,
1157,28/08/2016,Expenses,Food,1,25.58,
1158,30/08/2016,Income,,1,0.00,
1159,31/08/2016,Expenses,Health,1,19.64,
1160,01/09/2016,Income,,1,3500.00,
1161,01/09/2016,Income,,1,0.00,
1162,01/09/2016,Expenses,Housing,1,1700.00,
1163,01/09/2016,Expenses,Food,1,0.00,
1164,01/09/2016,Expenses,Utilities,1,300.00,
1165,01/09/2016,Expenses,Health,1,0.00,
1166,01/09/2016,Expenses,Shopping,1,0.00,
1167,01/09/2016,Expenses,Leisure,1,0.00,
1168,01/09/2016,Expenses,Other,1,0.00,
1169,01/09/2016,Expenses,Leisure,1,140.87,
1170,01/09/2016,Savings selling,,0,1341.48,a2
1171,01/09/2016,Debt selling,,0.01,20000.00,d0
1172,01/09/2016,Asset expenses,,1,68.00,d0
1173,08/09/2016,Debt selling,,0.0,20000.00,d0
1174,09/09/2016,Expenses,Housing,1,20.83,
1175,10/09/2016,Expenses,Other,1,44.59,
1176,11/09/2016,Expenses,Food,1,28.51,
1177,11/09/2016,Expenses,Leisure,1,0.00,
1178,12/09/2016,Expenses,Other,1,0.00,
1179,15/09/2016,Expenses,Other,1,178.62,
1180,17/09/2016,Expenses,Food,1,27.89,
1181,19/09/2016,Expenses,Food,1,27.80,
1182,20/09/2016,Expenses,Housing,1,76.07,
1183,20/09/2016,Expenses,Food,1,27.72,
1184,21/09/2016,Debt selling,,0.0,20000.00,d0
1185,22/09/2016,Expenses,Utilities,1,56.50,
1186,28/09/2016,Expenses,Utilities,1,40.87,
1187,30/09/2016,Expenses,Food,1,27.11,
1188,01/10/2016,Income,,1,3500.00,
1189,01/10/2016,Income,,1,0.00,
1190,01/10/2016,Expenses,Housing,1,1700.00,
1191,01/10/2016,Expenses,Food,1,0.00,
1192,01/10/2016,Expenses,Utilities,1,300.00,
1193,01/10/2016,Expenses,Health,1,0.00,
1194,01/10/2016,Expenses,Shopping,1,0.00,
1195,01/10/2016,Expenses,Leisure,1,0.00,
1196,01/10/2016,Expenses,Other,1,0.00,
1197,01/10/2016,Debt selling,,0.01,20000.00,d0
1198,01/10/2016,Asset expenses,,1,66.00,d0
1199,03/10/2016,Expenses,Other,1,117.37,
1200,06/10/2016,Expenses,Other,1,245.08,
1201,07/10/2016,Expenses,Food,1,29.65,
1202,07/10/2016,Expenses,Shopping,1,1038.47,
1203,08/10/2016,Expenses,Other,1,311.47,
1204,09/10/2016,Income,,1,0.00,
1205,09/10/2016,Expenses,Leisure,1,133.94,
1206,10/10/2016,Expenses,Housing,1,59.79,
1207,11/10/2016,Expenses,Food,1,24.93,
1208,12/10/2016,Expenses,Food,1,24.85,
1209,17/10/2016,Expenses,Health,1,132.61,
1210,21/10/2016,Expenses,Food,1,24.38,
1211,21/10/2016,Debt selling,,0.01,20000.00,d0
1212,23/10/2016,Expenses,Shopping,1,526.19,
1213,25/10/2016,Expenses,Food,1,22.13,
1214,26/10/2016,Expenses,Leisure,1,67.36,
1215,28/10/2016,Expenses,Health,1,8.77,
1216,01/11/2016,Income,,1,3500.00,
1217,01/11/2016,Income,,1,0.00,
1218,01/11/2016,Expenses,Housing,1,1700.00,
1219,01/11/2016,Expenses,Food,1,0.00,
1220,01/11/2016,Expenses,Utilities,1,300.00,
1221,01/11/2016,Expenses,Health,1,0.00,
1222,01/11/2016,Expenses,Shopping,1,0.00,
1223,01/11/2016,Expenses,Leisure,1,0.00,
1224,01/11/2016,Expenses,Other,1,0.00,
1225,01/11/2016,Debt selling,,0.01,20000.00,d0
1226,01/11/2016,Asset expenses,,1,62.00,d0
1227,04/11/2016,Expenses,Shopping,1,244.03,
1228,05/11/2016,Expenses,Food,1,24.85,
1229,06/11/2016,Income,,1,636.61,
1230,06/11/2016,Expenses,Health,1,36.83,
1231,09/11/2016,Expenses,Food,1,26.57,
1232,10/11/2016,Debt selling,,0.0,20000.00,d0
1233,12/11/2016,Expenses,Food,1,26.49,
1234,13/11/2016,Expenses,Food,1,26.41,
1235,21/11/2016,Expenses,Health,1,91.49,
1236,27/11/2016,Expenses,Utilities,1,69.04,
1237,27/11/2016,Expenses,Leisure,1,339.79,
1238,01/12/2016,Income,,1,3500.00,
1239,01/12/2016,Income,,1,0.00,
1240,01/12/2016,Expenses,Housing,1,1700.00,
1241,01/12/2016,Expenses,Food,1,0.00,
1242,01/12/2016,Expenses,Utilities,1,300.00,
1243,01/12/2016,Expenses,Health,1,0.00,
1244,01/12/2016,Expenses,Shopping,1,0.00,
1245,01/12/2016,Expenses,Leisure,1,0.00,
1246,01/12/2016,Expenses,Other,1,0.00,
1247,01/12/2016,Debt selling,,0.01,20000.00,d0
1248,01/12/2016,Asset expenses,,1,60.00,d0
1249,04/12/2016,Expenses,Shopping,1,449.89,
1250,06/12/2016,Expenses,Health,1,88.61,
1251,07/12/2016,Expenses,Other,1,270.45,
1252,08/12/2016,Expenses,Food,1,26.13,
1253,09/12/2016,Expenses,Food,1,26.05,
1254,10/12/2016,Expenses,Shopping,1,286.04,
1255,11/12/2016,Expenses,Leisure,1,0.00,
1256,12/12/2016,Expenses,Health,1,50.24,
1257,12/12/2016,Expenses,Shopping,1,286.78,
1258,12/12/2016,Expenses,Other,1,53.25,
1259,15/12/2016,Expenses,Food,1,23.93,
1260,15/12/2016,Debt selling,,0.0,20000.00,d0
1261,19/12/2016,Expenses,Food,1,23.86,
1262,24/12/2016,Expenses,Food,1,23.79,
1263,25/12/2016,Expenses,Food,1,23.71,
1264,25/12/2016,Expenses,Health,1,130.90,
1265,25/12/2016,Debt selling,,0.0,20000.00,d0
1266,26/12/2016,Expenses,Housing,1,152.85,
1267,27/12/2016,Expenses,Utilities,1,59.29,
1268,28/12/2016,Expenses,Shopping,1,0.00,
1269,30/12/2016,Expenses,Food,1,22.62,
1270,30/12/2016,Expenses,Leisure,1,451.11,
1271,01/01/2017,Income,,1,3500.00,
1272,01/01/2017,Income,,1,0.00,
1273,01/01/2017,Expenses,Housing,1,1700.00,
1274,01/01/2017,Expenses,Food,1,0.00,
1275,01/01/2017,Expenses,Utilities,1,300.00,
1276,01/01/2017,Expenses,Health,1,0.00,
1277,01/01/2017,Expenses,Shopping,1,0.00,
1278,01/01/2017,Expenses,Leisure,1,0.00,
1279,01/01/2017,Expenses,Other,1,0.00,
1280,01/01/2017,Debt selling,,0.01,20000.00,d0
1281,01/01/2017,Asset expenses,,1,58.00,d0
1282,02/01/2017,Expenses,Food,1,24.93,
1283,03/01/2017,Expenses,Food,1,24.85,
1284,03/01/2017,Expenses,Shopping,1,0.00,
1285,06/01/2017,Expenses,Food,1,24.78,
1286,07/01/2017,Expenses,Shopping,1,0.00,
1287,10/01/2017,Expenses,Other,1,0.00,
1288,14/01/2017,Expenses,Food,1,24.70,
1289,15/01/2017,Expenses,Food,1,24.63,
1290,19/01/2017,Expenses,Other,1,69.41,
1291,20/01/2017,Expenses,Food,1,24.34,
1292,21/01/2017,Expenses,Food,1,24.27,
1293,22/01/2017,Expenses,Food,1,24.20,
1294,23/01/2017,Income,,1,323.73,
1295,24/01/2017,Expenses,Food,1,25.11,
1296,25/01/2017,Expenses,Food,1,25.03,
1297,26/01/2017,Expenses,Food,1,24.96,
1298,27/01/2017,Expenses,Food,1,24.88,
1299,28/01/2017,Expenses,Leisure,1,706.56,
1300,01/02/2017,Income,,1,3500.00,
1301,01/02/2017,Income,,1,0.00,
1302,01/02/2017,Expenses,Housing,1,1700.00,
1303,01/02/2017,Expenses,Food,1,0.00,
1304,01/02/2017,Expenses,Utilities,1,300.00,
1305,01/02/2017,Expenses,Health,1,0.00,
1306,01/02/2017,Expenses,Shopping,1,0.00,
1307,01/02/2017,Expenses,Leisure,1,0.00,
1308,01/02/2017,Expenses,Other,1,0.00,
1309,01/02/2017,Expenses,Food,1,27.19,
1310,01/02/2017,Debt selling,,0.01,20000.00,d0
1311,01/02/2017,Asset expenses,,1,56.00,d0
1312,04/02/2017,Expenses,Food,1,26.34,
1313,04/02/2017,Expenses,Leisure,1,0.00,
1314,05/02/2017,Expenses,Food,1,26.26,
1315,07/02/2017,Expenses,Food,1,26.18,
1316,13/02/2017,Expenses,Food,1,26.10,
1317,16/02/2017,Expenses,Food,1,26.03,
1318,16/02/2017,Debt selling,,0.01,20000.00,d0
1319,20/02/2017,Expenses,Food,1,25.37,
1320,21/02/2017,Expenses,Food,1,25.30,
1321,23/02/2017,Expenses,Food,1,25.22,
1322,25/02/2017,Expenses,Leisure,1,161.96,
1323,26/02/2017,Expenses,Food,1,24.69,
1324,27/02/2017,Expenses,Food,1,24.62,
1325,01/03/2017,Income,,1,3500.00,
1326,01/03/2017,Income,,1,0.00,
1327,01/03/2017,Expenses,Housing,1,1700.00,
1328,01/03/2017,Expenses,Food,1,0.00,
1329,01/03/2017,Expenses,Utilities,1,300.00,
1330,01/03/2017,Expenses,Health,1,0.00,
1331,01/03/2017,Expenses,Shopping,1,0.00,
1332,01/03/2017,Expenses,Leisure,1,0.00,
1333,01/03/2017,Expenses,Other,1,0.00,
1334,01/03/2017,Debt selling,,0.01,20000.00,d0
1335,01/03/2017,Asset expenses,,1,52.00,d0
1336,02/03/2017,Expenses,Other,1,204.76,
1337,03/03/2017,Expenses,Food,1,27.67,
1338,03/03/2017,Debt selling,,0.0,20000.00,d0
1339,04/03/2017,Expenses,Food,1,27.59,
1340,06/03/2017,Expenses,Shopping,1,0.00,
1341,08/03/2017,Expenses,Food,1,27.52,
1342,09/03/2017,Expenses,Food,1,27.44,
1343,10/03/2017,Expenses,Food,1,27.36,
1344,11/03/2017,Expenses,Utilities,1,35.79,
1345,12/03/2017,Expenses,Shopping,1,0.00,
1346,13/03/2017,Expenses,Food,1,27.17,
1347,15/03/2017,Expenses,Food,1,27.09,
1348,16/03/2017,Expenses,Food,1,27.00,
1349,21/03/2017,Debt selling,,0.01,20000.00,d0
1350,22/03/2017,Expenses,Food,1,26.32,
1351,22/03/2017,Expenses,Health,1,76.41,
1352,25/03/2017,Expenses,Food,1,26.01,
1353,30/03/2017,Expenses,Food,1,25.94,
1354,01/04/2017,Income,,1,3500.00,
1355,01/04/2017,Income,,1,0.00,
1356,01/04/2017,Expenses,Housing,1,1700.00,
1357,01/04/2017,Expenses,Food,1,0.00,
1358,01/04/2017,Expenses,Utilities,1,300.00,
1359,01/04/2017,Expenses,Health,1,0.00,
1360,01/04/2017,Expenses,Shopping,1,0.00,
1361,01/04/2017,Expenses,Leisure,1,0.00,
1362,01/04/2017,Expenses,Other,1,0.00,
1363,01/04/2017,Expenses,Food,1,30.36,
1364,01/04/2017,Expenses,Health,1,18.55,
1365,01/04/2017,Debt selling,,0.01,20000.00,d0
1366,01/04/2017,Asset expenses,,1,48.00,d0
1367,03/04/2017,Expenses,Food,1,29.47,
1368,04/04/2017,Expenses,Food,1,29.38,
1369,07/04/2017,Expenses,Food,1,29.29,
1370,08/04/2017,Expenses,Food,1,29.20,
1371,12/04/2017,Expenses,Food,1,29.12,
1372,20/04/2017,Expenses,Shopping,1,154.25,
1373,20/04/2017,Debt selling,,0.0,20000.00,d0
1374,22/04/2017,Expenses,Food,1,28.57,
1375,22/04/2017,Expenses,Utilities,1,98.12,
1376,23/04/2017,Expenses,Food,1,28.19,
1377,24/04/2017,Expenses,Shopping,1,0.00,
1378,27/04/2017,Expenses,Food,1,28.10,
1379,28/04/2017,Expenses,Food,1,28.02,
1380,01/05/2017,Income,,1,3500.00,
1381,01/05/2017,Income,,1,0.00,
1382,01/05/2017,Expenses,Housing,1,1700.00,
1383,01/05/2017,Expenses,Food,1,0.00,
1384,01/05/2017,Expenses,Utilities,1,300.00,
1385,01/05/2017,Expenses,Health,1,0.00,
1386,01/05/2017,Expenses,Shopping,1,0.00,
1387,01/05/2017,Expenses,Leisure,1,0.00,
1388,01/05/2017,Expenses,Other,1,0.00,
1389,01/05/2017,Expenses,Other,1,244.74,
1390,01/05/2017,Debt selling,,0.01,20000.00,d0
1391,01/05/2017,Asset expenses,,1,46.00,d0
1392,02/05/2017,Expenses,Leisure,1,0.00,
1393,03/05/2017,Expenses,Food,1,30.93,
1394,05/05/2017,Expenses,Utilities,1,38.99,
1395,09/05/2017,Expenses,Shopping,1,0.00,
1396,09/05/2017,Debt selling,,0.01,20000.00,d0
1397,13/05/2017,Expenses,Food,1,30.16,
1398,15/05/2017,Expenses,Food,1,30.07,
1399,19/05/2017,Expenses,Food,1,29.98,
1400,21/05/2017,Expenses,Other,1,0.00,
1401,22/05/2017,Expenses,Food,1,29.89,
1402,26/05/2017,Expenses,Health,1,34.12,
1403,27/05/2017,Expenses,Food,1,29.70,
1404,28/05/2017,Expenses,Health,1,51.85,
1405,31/05/2017,Expenses,Food,1,29.46,
1406,01/06/2017,Income,,1,3500.00,
1407,01/06/2017,Income,,1,0.00,
1408,01/06/2017,Expenses,Housing,1,1700.00,
1409,01/06/2017,Expenses,Food,1,0.00,
1410,01/06/2017,Expenses,Utilities,1,300.00,
1411,01/06/2017,Expenses,Health,1,0.00,
1412,01/06/2017,Expenses,Shopping,1,0.00,
1413,01/06/2017,Expenses,Leisure,1,0.00,
1414,01/06/2017,Expenses,Other,1,0.00,
1415,01/06/2017,Debt selling,,0.01,20000.00,d0
1416,01/06/2017,Asset expenses,,1,42.00,d0
1417,03/06/2017,Expenses,Food,1,33.14,
1418,20/06/2017,Expenses,Leisure,1,516.85,
1419,22/06/2017,Expenses,Leisure,1,88.12,
1420,25/06/2017,Expenses,Food,1,31.23,
1421,27/06/2017,Expenses,Food,1,31.14,
1422,01/07/2017,Income,,1,3500.00,
1423,01/07/2017,Income,,1,0.00,
1424,01/07/2017,Expenses,Housing,1,1700.00,
1425,01/07/2017,Expenses,Food,1,0.00,
1426,01/07/2017,Expenses,Utilities,1,300.00,
1427,01/07/2017,Expenses,Health,1,0.00,
1428,01/07/2017,Expenses,Shopping,1,0.00,
1429,01/07/2017,Expenses,Leisure,1,0.00,
1430,01/07/2017,Expenses,Other,1,0.00,
1431,01/07/2017,Debt selling,,0.01,20000.00,d0
1432,01/07/2017,Asset expenses,,1,40.00,d0
1433,03/07/2017,Expenses,Food,1,34.83,
1434,03/07/2017,Expenses,Shopping,1,0.00,
1435,06/07/2017,Expenses,Food,1,34.72,
1436,07/07/2017,Expenses,Food,1,34.62,
1437,12/07/2017,Expenses,Food,1,34.51,
1438,14/07/2017,Expenses,Food,1,34.41,
1439,16/07/2017,Expenses,Leisure,1,556.31,
1440,21/07/2017,Expenses,Food,1,32.63,
1441,26/07/2017,Expenses,Other,1,95.44,
1442,27/07/2017,Expenses,Health,1,24.33,
1443,27/07/2017,Expenses,Shopping,1,124.42,
1444,28/07/2017,Expenses,Health,1,86.29,
1445,28/07/2017,Expenses,Leisure,1,0.00,
1446,29/07/2017,Expenses,Shopping,1,271.55,
1447,29/07/2017,Expenses,Leisure,1,0.00,
1448,31/07/2017,Expenses,Housing,1,135.22,
1449,01/08/2017,Income,,1,3500.00,
1450,01/08/2017,Income,,1,0.00,
1451,01/08/2017,Expenses,Housing,1,1700.00,
1452,01/08/2017,Expenses,Food,1,0.00,
1453,01/08/2017,Expenses,Utilities,1,300.00,
1454,01/08/2017,Expenses,Health,1,0.00,
1455,01/08/2017,Expenses,Shopping,1,0.00,
1456,01/08/2017,Expenses,Leisure,1,0.00,
1457,01/08/2017,Expenses,Other,1,0.00,
1458,01/08/2017,Expenses,Food,1,34.84,
1459,01/08/2017,Debt selling,,0.01,20000.00,d0
1460,01/08/2017,Asset expenses,,1,38.00,d0
1461,02/08/2017,Expenses,Food,1,34.02,
1462,03/08/2017,Expenses,Food,1,33.92,
1463,03/08/2017,Expenses,Health,1,44.78,
1464,05/08/2017,Expenses,Food,1,33.69,
1465,07/08/2017,Expenses,Food,1,33.58,
1466,08/08/2017,Expenses,Food,1,33.48,
1467,11/08/2017,Expenses,Food,1,33.38,
1468,13/08/2017,Expenses,Shopping,1,102.13,
1469,15/08/2017,Expenses,Other,1,19.69,
1470,17/08/2017,Expenses,Food,1,32.92,
1471,18/08/2017,Expenses,Food,1,32.82,
1472,19/08/2017,Expenses,Housing,1,124.58,
1473,21/08/2017,Expenses,Food,1,32.35,
1474,24/08/2017,Expenses,Food,1,32.25,
1475,25/08/2017,Expenses,Food,1,32.15,
1476,26/08/2017,Expenses,Food,1,32.06,
1477,31/08/2017,Expenses,Utilities,1,70.40,
1478,01/09/2017,Income,,1,3500.00,
1479,01/09/2017,Income,,1,0.00,
1480,01/09/2017,Expenses,Housing,1,1700.00,
1481,01/09/2017,Expenses,Food,1,0.00,
1482,01/09/2017,Expenses,Utilities,1,300.00,
1483,01/09/2017,Expenses,Health,1,0.00,
1484,01/09/2017,Expenses,Shopping,1,0.00,
1485,01/09/2017,Expenses,Leisure,1,0.00,
1486,01/09/2017,Expenses,Other,1,0.00,
1487,01/09/2017,Debt selling,,0.01,20000.00,d0
1488,01/09/2017,Asset expenses,,1,36.00,d0
1489,02/09/2017,Expenses,Food,1,35.54,
1490,03/09/2017,Expenses,Other,1,254.57,
1491,04/09/2017,Expenses,Food,1,34.67,
1492,05/09/2017,Expenses,Other,1,28.76,
1493,06/09/2017,Expenses,Health,1,111.83,
1494,07/09/2017,Expenses,Other,1,115.18,
1495,10/09/2017,Expenses,Food,1,33.80,
1496,11/09/2017,Expenses,Other,1,269.42,
1497,12/09/2017,Expenses,Food,1,32.87,
1498,13/09/2017,Income,,1,0.00,
1499,14/09/2017,Expenses,Food,1,32.77,
1500,16/09/2017,Expenses,Other,1,121.02,
1501,21/09/2017,Expenses,Food,1,32.31,
1502,22/09/2017,Debt selling,,0.0,20000.00,d0
1503,23/09/2017,Expenses,Food,1,32.21,
1504,29/09/2017,Expenses,Food,1,32.11,
1505,01/10/2017,Income,,1,3500.00,
1506,01/10/2017,Income,,1,0.00,
1507,01/10/2017,Expenses,Housing,1,1700.00,
1508,01/10/2017,Expenses,Food,1,0.00,
1509,01/10/2017,Expenses,Utilities,1,300.00,
1510,01/10/2017,Expenses,Health,1,0.00,
1511,01/10/2017,Expenses,Shopping,1,0.00,
1512,01/10/2017,Expenses,Leisure,1,0.00,
1513,01/10/2017,Expenses,Other,1,0.00,
1514,01/10/2017,Expenses,Food,1,36.52,
1515,01/10/2017,Debt selling,,0.01,20000.00,d0
1516,01/10/2017,Asset expenses,,1,34.00,d0
1517,02/10/2017,Expenses,Food,1,35.71,
1518,04/10/2017,Expenses,Food,1,35.60,
1519,05/10/2017,Expenses,Food,1,35.49,
1520,05/10/2017,Expenses,Other,1,90.39,
1521,05/10/2017,Debt selling,,0.02,20000.00,d0
1522,07/10/2017,Expenses,Health,1,96.37,
1523,08/10/2017,Debt selling,,0.01,20000.00,d0
1524,09/10/2017,Expenses,Food,1,33.03,
1525,13/10/2017,Expenses,Leisure,1,0.00,
1526,14/10/2017,Expenses,Housing,1,103.02,
1527,14/10/2017,Expenses,Utilities,1,81.17,
1528,19/10/2017,Expenses,Food,1,32.39,
1529,20/10/2017,Expenses,Food,1,32.29,
1530,20/10/2017,Debt selling,,0.01,20000.00,d0
1531,21/10/2017,Expenses,Utilities,1,87.15,
1532,22/10/2017,Expenses,Shopping,1,669.21,
1533,23/10/2017,Expenses,Food,1,29.32,
1534,27/10/2017,Expenses,Other,1,119.08,
1535,28/10/2017,Expenses,Health,1,66.22,
1536,01/11/2017,Income,,1,3500.00,
1537,01/11/2017,Income,,1,0.00,
1538,01/11/2017,Expenses,Housing,1,1700.00,
1539,01/11/2017,Expenses,Food,1,0.00,
1540,01/11/2017,Expenses,Utilities,1,300.00,
1541,01/11/2017,Expenses,Health,1,0.00,
1542,01/11/2017,Expenses,Shopping,1,0.00,
1543,01/11/2017,Expenses,Leisure,1,0.00,
1544,01/11/2017,Expenses,Other,1,0.00,
1545,01/11/2017,Debt selling,,0.01,20000.00,d0
1546,01/11/2017,Asset expenses,,1,24.00,d0
1547,03/11/2017,Expenses,Food,1,32.51,
1548,04/11/2017,Income,,1,0.00,
1549,04/11/2017,Expenses,Health,1,71.49,
1550,06/11/2017,Expenses,Food,1,32.20,
1551,06/11/2017,Expenses,Leisure,1,0.00,
1552,07/11/2017,Expenses,Food,1,32.10,
1553,08/11/2017,Expenses,Health,1,0.00,
1554,11/11/2017,Expenses,Food,1,32.00,
1555,12/11/2017,Expenses,Utilities,1,46.64,
1556,13/11/2017,Expenses,Food,1,31.74,
1557,13/11/2017,Expenses,Leisure,1,732.94,
1558,14/11/2017,Expenses,Food,1,29.45,
1559,14/11/2017,Expenses,Leisure,1,194.67,
1560,18/11/2017,Expenses,Food,1,28.77,
1561,22/11/2017,Expenses,Health,1,137.37,
1562,22/11/2017,Expenses,Other,1,155.32,
1563,25/11/2017,Expenses,Leisure,1,485.29,
1564,27/11/2017,Expenses,Housing,1,88.35,
1565,27/11/2017,Expenses,Health,1,66.22,
1566,27/11/2017,Expenses,Leisure,1,0.00,
1567,28/11/2017,Expenses,Food,1,25.89,
1568,29/11/2017,Debt selling,,0.0,20000.00,d0
1569,30/11/2017,Expenses,Food,1,25.81,
1570,30/11/2017,Expenses,Other,1,72.87,
1571,01/12/2017,Income,,1,3500.00,
1572,01/12/2017,Income,,1,0.00,
1573,01/12/2017,Expenses,Housing,1,1700.00,
1574,01/12/2017,Expenses,Food,1,0.00,
1575,01/12/2017,Expenses,Utilities,1,300.00,
1576,01/12/2017,Expenses,Health,1,0.00,
1577,01/12/2017,Expenses,Shopping,1,0.00,
1578,01/12/2017,Expenses,Leisure,1,0.00,
1579,01/12/2017,Expenses,Other,1,0.00,
1580,01/12/2017,Debt selling,,0.01,20000.00,d0
1581,01/12/2017,Asset expenses,,1,22.00,d0
1582,05/12/2017,Expenses,Food,1,29.35,
1583,07/12/2017,Debt selling,,0.0,20000.00,d0
1584,10/12/2017,Expenses,Food,1,29.25,
1585,13/12/2017,Expenses,Other,1,111.73,
1586,14/12/2017,Expenses,Health,1,58.76,
1587,23/12/2017,Expenses,Leisure,1,288.32,
1588,29/12/2017,Expenses,Other,1,190.05,
1589,30/12/2017,Expenses,Food,1,27.20,
1590,30/12/2017,Debt selling,,0.01,20000.00,d0
1591,31/12/2017,Expenses,Food,1,26.52,
1592,31/12/2017,Expenses,Leisure,1,778.26,
1593,01/01/2018,Income,,1,3500.00,
1594,01/01/2018,Income,,1,0.00,
1595,01/01/2018,Expenses,Housing,1,1700.00,
1596,01/01/2018,Expenses,Food,1,0.00,
1597,01/01/2018,Expenses,Utilities,1,300.00,
1598,01/01/2018,Expenses,Health,1,0.00,
1599,01/01/2018,Expenses,Shopping,1,0.00,
1600,01/01/2018,Expenses,Leisure,1,0.00,
1601,01/01/2018,Expenses,Other,1,0.00,
1602,01/01/2018,Expenses,Food,1,28.60,
1603,01/01/2018,Debt selling,,0.01,20000.00,d0
1604,01/01/2018,Asset expenses,,1,18.00,d0
1605,02/01/2018,Expenses,Health,1,68.73,
1606,03/01/2018,Expenses,Health,1,10.38,
1607,03/01/2018,Expenses,Other,1,130.94,
1608,04/01/2018,Expenses,Food,1,27.23,
1609,09/01/2018,Expenses,Food,1,27.16,
1610,13/01/2018,Expenses,Shopping,1,0.00,
1611,14/01/2018,Expenses,Food,1,27.08,
1612,15/01/2018,Expenses,Health,1,70.63,
1613,15/01/2018,Expenses,Shopping,1,143.91,
1614,17/01/2018,Expenses,Leisure,1,103.84,
1615,17/01/2018,Savings selling,,0,1845.52,a1
1616,18/01/2018,Expenses,Food,1,26.05,
1617,18/01/2018,Expenses,Utilities,1,92.10,
1618,19/01/2018,Expenses,Other,1,183.63,
1619,20/01/2018,Savings selling,,0,1848.58,a1
1620,21/01/2018,Expenses,Other,1,65.33,
1621,23/01/2018,Expenses,Food,1,24.94,
1622,24/01/2018,Expenses,Health,1,49.22,
1623,26/01/2018,Income,,1,322.74,
1624,26/01/2018,Expenses,Food,1,25.69,
1625,26/01/2018,Expenses,Shopping,1,1549.65,
1626,27/01/2018,Expenses,Leisure,1,840.26,
1627,27/01/2018,Debt selling,,0.0,20000.00,d0
1628,01/02/2018,Income,,1,3500.00,
1629,01/02/2018,Income,,1,0.00,
1630,01/02/2018,Expenses,Housing,1,1700.00,
1631,01/02/2018,Expenses,Food,1,0.00,
1632,01/02/2018,Expenses,Utilities,1,300.00,
1633,01/02/2018,Expenses,Health,1,0.00,
1634,01/02/2018,Expenses,Shopping,1,0.00,
1635,01/02/2018,Expenses,Leisure,1,0.00,
1636,01/02/2018,Expenses,Other,1,0.00,
1637,01/02/2018,Expenses,Shopping,1,268.52,
1638,01/02/2018,Debt selling,,0.01,20000.00,d0
1639,01/02/2018,Asset expenses,,1,16.00,d0
1640,05/02/2018,Income,,1,373.79,
1641,05/02/2018,Expenses,Food,1,22.63,
1642,06/02/2018,Expenses,Health,1,51.87,
1643,06/02/2018,Expenses,Other,1,0.00,
1644,09/02/2018,Expenses,Food,1,22.40,
1645,10/02/2018,Expenses,Food,1,22.34,
1646,12/02/2018,Expenses,Food,1,22.27,
1647,13/02/2018,Expenses,Housing,1,66.54,
1648,13/02/2018,Expenses,Food,1,22.20,
1649,13/02/2018,Expenses,Other,1,78.81,
1650,14/02/2018,Expenses,Food,1,21.70,
1651,16/02/2018,Expenses,Food,1,21.64,
1652,16/02/2018,Expenses,Other,1,178.05,
1653,17/02/2018,Expenses,Food,1,21.04,
1654,18/02/2018,Expenses,Shopping,1,156.98,
1655,19/02/2018,Expenses,Food,1,20.50,
1656,20/02/2018,Expenses,Health,1,86.00,
1657,01/03/2018,Income,,1,3500.00,
1658,01/03/2018,Income,,1,0.00,
1659,01/03/2018,Expenses,Housing,1,1700.00,
1660,01/03/2018,Expenses,Food,1,0.00,
1661,01/03/2018,Expenses,Utilities,1,300.00,
1662,01/03/2018,Expenses,Health,1,0.00,
1663,01/03/2018,Expenses,Shopping,1,0.00,
1664,01/03/2018,Expenses,Leisure,1,0.00,
1665,01/03/2018,Expenses,Other,1,0.00,
1666,01/03/2018,Debt selling,,0.01,20000.00,d0
1667,01/03/2018,Asset expenses,,1,14.00,d0
1668,02/03/2018,Expenses,Food,1,24.05,
1669,04/03/2018,Expenses,Leisure,1,0.00,
1670,06/03/2018,Expenses,Other,1,190.28,
1671,08/03/2018,Expenses,Food,1,23.41,
1672,10/03/2018,Expenses,Other,1,31.07,
1673,12/03/2018,Expenses,Food,1,23.24,
1674,13/03/2018,Expenses,Food,1,23.17,
1675,18/03/2018,Expenses,Food,1,23.10,
1676,18/03/2018,Expenses,Health,1,116.45,
1677,25/03/2018,Expenses,Utilities,1,14.99,
